NACA 4415
0.293815 -0.037921
0.300735 -0.037578
0.307702 -0.037229
0.314715 -0.036874
0.321772 -0.036513
0.328872 -0.036147
0.336012 -0.035779
0.343193 -0.035407
0.350413 -0.035034
0.357669 -0.034660
0.364961 -0.034286
0.372286 -0.033913
0.379645 -0.033542
0.387034 -0.033173
0.394453 -0.032807
0.401939 -0.032446
0.409567 -0.032077
0.417219 -0.031699
0.424893 -0.031311
0.432586 -0.030915
0.440298 -0.030510
0.448026 -0.030097
0.455768 -0.029678
0.463523 -0.029252
0.471289 -0.028820
0.479064 -0.028383
0.486847 -0.027941
0.494635 -0.027495
0.502426 -0.027045
0.510219 -0.026592
0.518011 -0.026137
0.525802 -0.025679
0.533588 -0.025220
0.541369 -0.024760
0.549142 -0.024300
0.556905 -0.023839
0.564657 -0.023378
0.572396 -0.022918
0.580119 -0.022459
0.587825 -0.022002
0.595512 -0.021546
0.603178 -0.021093
0.610822 -0.020642
0.618440 -0.020193
0.626032 -0.019748
0.633596 -0.019307
0.641129 -0.018869
0.648630 -0.018435
0.656096 -0.018005
0.663527 -0.017579
0.670920 -0.017159
0.678273 -0.016742
0.685584 -0.016331
0.692853 -0.015925
0.700075 -0.015525
0.707251 -0.015129
0.714378 -0.014739
0.721454 -0.014355
0.728478 -0.013977
0.735447 -0.013604
0.742360 -0.013237
0.749215 -0.012876
0.756011 -0.012522
0.762745 -0.012173
0.769416 -0.011830
0.776022 -0.011493
0.782561 -0.011163
0.789032 -0.010839
0.795433 -0.010520
0.801763 -0.010208
0.808019 -0.009902
0.814200 -0.009602
0.820304 -0.009308
0.826331 -0.009021
0.832277 -0.008739
0.838142 -0.008463
0.843924 -0.008193
0.849622 -0.007929
0.855234 -0.007671
0.860758 -0.007419
0.866193 -0.007173
0.871538 -0.006932
0.876790 -0.006697
0.881950 -0.006468
0.887015 -0.006244
0.891984 -0.006026
0.896855 -0.005813
0.901628 -0.005606
0.906301 -0.005405
0.910872 -0.005209
0.915341 -0.005018
0.919706 -0.004832
0.923966 -0.004652
0.928121 -0.004477
0.932167 -0.004308
0.936106 -0.004143
0.939934 -0.003984
0.943653 -0.003830
0.947259 -0.003681
0.950754 -0.003537
0.954134 -0.003399
0.957400 -0.003265
0.960551 -0.003137
0.963585 -0.003013
0.966502 -0.002895
0.969301 -0.002781
0.971982 -0.002673
0.974543 -0.002570
0.976983 -0.002472
0.979303 -0.002378
0.981501 -0.002290
0.983577 -0.002207
0.985530 -0.002129
0.987359 -0.002056
0.989065 -0.001988
0.990646 -0.001925
0.992103 -0.001867
0.993434 -0.001814
0.994640 -0.001766
0.995719 -0.001723
0.996673 -0.001685
0.997500 -0.001652
0.998200 -0.001624
0.998773 -0.001602
0.999218 -0.001584
0.999537 -0.001571
0.999728 -0.001564
0.999792 -0.001561
