NACA 2415
1.000105 0.001572
1.000043 0.001587
0.999858 0.001632
0.999551 0.001707
0.999120 0.001812
0.998566 0.001947
0.997889 0.002112
0.997090 0.002307
0.996168 0.002531
0.995124 0.002785
0.993957 0.003068
0.992670 0.003380
0.991260 0.003720
0.989730 0.004090
0.988078 0.004487
0.986306 0.004912
0.984415 0.005365
0.982403 0.005846
0.980273 0.006353
0.978024 0.006887
0.975657 0.007447
0.973172 0.008032
0.970570 0.008644
0.967852 0.009280
0.965018 0.009940
0.962069 0.010625
0.959006 0.011333
0.955829 0.012065
0.952539 0.012818
0.949137 0.013594
0.945624 0.014392
0.942000 0.015210
0.938266 0.016048
0.934424 0.016907
0.930473 0.017785
0.926416 0.018681
0.922253 0.019596
0.917984 0.020528
0.913611 0.021477
0.909136 0.022442
0.904558 0.023423
0.899880 0.024418
0.895102 0.025428
0.890225 0.026452
0.885251 0.027489
0.880180 0.028539
0.875015 0.029600
0.869755 0.030673
0.864403 0.031756
0.858960 0.032848
0.853427 0.033950
0.847805 0.035061
0.842096 0.036179
0.836300 0.037304
0.830421 0.038436
0.824458 0.039574
0.818413 0.040717
0.812289 0.041864
0.806085 0.043016
0.799805 0.044170
0.793448 0.045327
0.787018 0.046486
0.780515 0.047646
0.773941 0.048806
0.767297 0.049966
0.760586 0.051125
0.753809 0.052283
0.746967 0.053438
0.740062 0.054591
0.733096 0.055740
0.726071 0.056885
0.718988 0.058025
0.711850 0.059159
0.704657 0.060287
0.697411 0.061408
0.690116 0.062522
0.682771 0.063627
0.675379 0.064724
0.667942 0.065810
0.660462 0.066887
0.652941 0.067953
0.645380 0.069007
0.637781 0.070049
0.630146 0.071078
0.622478 0.072093
0.614777 0.073094
0.607047 0.074081
0.599288 0.075052
0.591503 0.076006
0.583694 0.076944
0.575863 0.077865
0.568012 0.078767
0.560142 0.079650
0.552256 0.080515
0.544355 0.081359
0.536442 0.082182
0.528519 0.082984
0.520587 0.083765
0.512649 0.084522
0.504707 0.085257
0.496763 0.085968
0.488818 0.086655
0.480875 0.087317
0.472936 0.087953
0.465002 0.088563
0.457077 0.089147
0.449161 0.089704
0.441257 0.090233
0.433367 0.090734
0.425493 0.091206
0.417637 0.091649
0.409801 0.092062
0.401987 0.092445
0.394139 0.092795
0.386296 0.093106
0.378481 0.093377
0.370696 0.093608
0.362942 0.093799
0.355223 0.093949
0.347540 0.094058
